IMDB_ID,Title,Year,Release_Date,Runtime,UrlPoster,Genres,Rating,Rated,Votes
tt0856787,Großer Ring mit Außenschleife,1966,19660129,92 min,NULL,Drama,8.8,NULL,42
tt0857265,Sleuth,2007,20080213,88 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4Nzc0MTA5MF5BMl5BanBnXkFtZTcwNDI1MjI1MQ@@._V1.jpg,Drama|Mystery|Thriller,6.5,R,26702
tt0860467,Montana Sky,2007,20070205,96 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzOTc1MTE2OV5BMl5BanBnXkFtZTcwODQ3NTkyNA@@._V1.jpg,Drama|Romance|Thriller|Western,6.2,TV-PG,1624
tt0860939,Blodsband,2006,20091212,89 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMThmZDg4ZTQtYjU3Yi00ZjdiLTlhMDgtOGIxMThiOTRhZDE0XkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1.jpg,Crime|Drama|Mystery|Thriller,6.0,NULL,591
tt0860940,Jokern,2006,20080209,88 min,https://images-na.ssl-images-amazon.com/images/M/MV5BM2I1ZTUzYWUtNTcwMS00N2NiLWFhMWQtNjY0MDk4ZjRmODZiXkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1.jpg,Crime|Drama|Mystery|Thriller,6.1,NULL,600
tt0862892,Chill,2007,20070215,88 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MTMxNDY0NV5BMl5BanBnXkFtZTcwNDkyMzg0MQ@@._V1.jpg,Horror|Thriller,3.3,R,427
tt0864835,Mr. Peabody & Sherman,2014,20140307,92 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzM0NzcwN15BMl5BanBnXkFtZTgwNzk1MjMzMTE@._V1.jpg,Adventure|Animation|Comedy|Family|Sci-Fi,6.9,PG,50729
tt0865556,The Forbidden Kingdom,2008,20080418,104 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNTExMTg3NF5BMl5BanBnXkFtZTcwNDYyMTM2MQ@@._V1.jpg,Action|Adventure|Fantasy,6.6,PG-13,90693
tt0866437,The Jane Austen Book Club,2007,20071005,106 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTYwMzM3MF5BMl5BanBnXkFtZTcwOTAxODM1MQ@@._V1.jpg,Comedy|Drama|Romance,6.8,PG-13,22299
tt0871020,The Cradle,2007,20070731,107 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODE2MjI1OV5BMl5BanBnXkFtZTcwNDgwNDg0MQ@@._V1.jpg,Horror|Thriller,4.2,NULL,594
tt0871026,The Caretaker,2008,20080214,82 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NzUyOTE1MV5BMl5BanBnXkFtZTcwNjk0MTU1MQ@@._V1.jpg,Comedy|Horror,3.4,R,401
tt0871427,Babylon 5: The Lost Tales,2007,20070731,75 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOTAwMTYyMTM0NV5BMl5BanBnXkFtZTcwMDQ2Njc0MQ@@._V1.jpg,Action|Adventure|Sci-Fi,6.5,NOT RATED,3428
tt0872022,Heavenly Forest,2006,20070316,116 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNTc0NDEyZjQtOTY5ZS00NTQxLWEzM2YtZjQ3MDA5NzNkNmQxXkEyXkFqcGdeQXVyMjE5MjA5MDI@._V1.jpg,Drama|Romance,7.6,NULL,2222
tt0874425,Pretty Ugly People,2008,20080412,99 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNDcyNjg1MzkxOV5BMl5BanBnXkFtZTcwOTc4ODc3Mg@@._V1.jpg,Comedy,5.0,R,1402
tt0876287,Strawberry Shortcake: The Sweet Dreams Movie,2006,20060904,83 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MzU2MDIwNl5BMl5BanBnXkFtZTcwOTM1MDE0MQ@@._V1.jpg,Animation|Family,5.4,G,77
tt0876512,The Pilgrim,1916,19160609,28 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY1MjNiOTktYWYyYS00ZjE1LWE4MjAtY2U4Njc0N2ViYmY4XkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1.jpg,Short|Western,6.7,NULL,39
tt0876516,The Pitch o' Chance,1915,19151224,25 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI0MmMwMmQtYzE3OC00MDE4LTg1MTEtNTZjZTY2ODg1NzU5XkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1.jpg,Comedy|Drama|Short,6.7,NULL,39
tt0878804,The Blind Side,2009,20091120,129 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1.jpg,Biography|Drama|Sport,7.7,PG-13,235688
tt0882793,Nos voisins Dhantsu,2007,20070223,92 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzc2MGI2YWEtZWE2MS00MDM2LWEyYTgtMjg3OTM1MmFhMTU5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1.jpg,Comedy,5.6,NULL,174
tt0882978,Les 3 Royaumes - La Résurrection du Dragon,2008,20080403,102 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzczOTIwNV5BMl5BanBnXkFtZTgwNDEzODg0MDE@._V1.jpg,Action|Drama|History|War,6.2,R,5320
tt0884835,Young Person's Guide to Cinema,1974,1974,3 min,NULL,Short,5.6,NULL,76
tt0887143,Hyenas,2011,20110419,92 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY5MzI3MDU5MF5BMl5BanBnXkFtZTcwNzE4ODQzNA@@._V1.jpg,Horror,2.8,R,891
tt0891527,Lions for Lambs,2007,20071109,92 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMzc0MzYyM15BMl5BanBnXkFtZTcwMTM2NDk0NA@@._V1.jpg,Drama|Thriller|War,6.2,R,42264
tt0891603,Heavenly Mission,2006,20061117,118 min,https://images-na.ssl-images-amazon.com/images/M/MV5BM2FiODQ3NzktMGQxNy00ZjQyLTg5YTktODdlMzlhOTIxMmNiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjAwMzU2MDY@._V1.jpg,Action|Crime|Drama,6.2,NULL,207
tt0892047,Dead Mary,2007,20070220,103 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MDU2MTgyOV5BMl5BanBnXkFtZTcwMzQyMzE0MQ@@._V1.jpg,Horror,4.5,NULL,2114
tt0892051,Evil Angel,2009,2009,123 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MDY1MDIyN15BMl5BanBnXkFtZTcwMTk1MTIwNA@@._V1.jpg,Horror|Mystery|Thriller,5.5,NULL,1051
tt0892899,Outpost,2008,20080311,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BODA3OTEzOTQ2OF5BMl5BanBnXkFtZTcwMzUzMjY2MQ@@._V1.jpg,Action|Horror|Sci-Fi,5.9,R,14464
tt0893406,Loaded,2008,20080325,98 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NjIxNDgzOV5BMl5BanBnXkFtZTcwMDE0NjQ2MQ@@._V1.jpg,Action|Crime|Drama|Thriller,4.6,R,2647
tt0893496,My Little Pony: Greetings from Unicornia,2006,2006,0,NULL,Animation|Short,7.8,NULL,32
tt0893509,Blonde and Blonder,2007,20080118,95 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNjY2Nzc0NTI1NF5BMl5BanBnXkFtZTcwMDE3Mjc1MQ@@._V1.jpg,Comedy|Crime,2.9,PG-13,3143
tt0896585,Yeti: Curse of the Snow Demon,2008,20081108,87 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MzIzMDI0N15BMl5BanBnXkFtZTcwNjg1MTIzMg@@._V1.jpg,Horror|Thriller,3.4,NOT RATED,1564
tt0896955,The Love of the Three Pomegranates,1979,19790310,25 min,https://images-na.ssl-images-amazon.com/images/M/MV5BY2ZkNDQyYjUtOTUyMC00YTI4LWFmNmItMWNiNGExMzFiNmI2XkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1.jpg,Romance|Short,6.7,NULL,31
tt0897291,Au nom de la passion,2007,20070319,95 min,NULL,Crime|Drama|Mystery,5.4,TV-14,180
tt0898278,Comedy of Horrors,1981,19810728,0,NULL,Comedy|Horror,0,NULL,0
tt0898367,The Road,2009,20091218,111 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1.jpg,Adventure|Drama,7.3,R,185727
tt0899858,Everybody Loves Mickey,2001,20011117,30 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMDMxZGJlYzktOTNhMy00YjI3LTkwODktOTczZGFlZDI0ZDIzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE0ODc0MDc@._V1.jpg,Animation|Comedy|Family|Fantasy,7.9,TV-Y,7
tt0901476,Bride Wars,2009,20090109,89 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2MjU3NjQ3NzReQTJeQWpwZ15BbWU3MDEyNzE4OTE@._V1.jpg,Comedy|Romance,5.5,PG,83425
tt0901481,Adolf Eichmann,2007,200910,96 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNzU4NTk1MF5BMl5BanBnXkFtZTcwMjkwNjQ5Mg@@._V1.jpg,Biography|Drama|History|War,5.9,NULL,2568
tt0902281,Hindsight,2008,20080605,93 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NTEyNzAxM15BMl5BanBnXkFtZTcwMDgwNDQ3MQ@@._V1.jpg,Thriller,5.1,NULL,309
tt0902337,Under Still Waters,2008,20130111,85 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NDAxMDgxOV5BMl5BanBnXkFtZTcwMzQ3OTI4Mg@@._V1.jpg,Drama|Thriller,5.1,NULL,624
tt0903622,Grim Reaper,2007,20070116,82 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzYwOTUwMzIyMl5BMl5BanBnXkFtZTcwNTIxMzM0MQ@@._V1.jpg,Horror,2.6,R,662
tt0905634,Smiling Addiction,2006,20060310,3 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOTUxOTAwNzY2Ml5BMl5BanBnXkFtZTcwNjIxMDU1MQ@@._V1.jpg,Short,8.2,NULL,16
tt0906786,Hemligheten,2006,20091226,87 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOWM5NzJkM2MtNTljMi00ZThkLWE4NDAtYTAwNDIwNmFmNmYzXkEyXkFqcGdeQXVyMTMwOTMzNzU@._V1.jpg,Crime|Drama|Mystery|Thriller,6.8,NULL,670
tt0907624,Bizan,2007,20070512,120 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjJlM2UxN2QtODk4NS00NWYwLWJlZDctM2I5YWY0ODk4N2U5XkEyXkFqcGdeQXVyNTAwMTE0MzE@._V1.jpg,Drama,6.6,NULL,87
tt0910934,Urban Justice,2007,20071113,96 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTA1NjY4OV5BMl5BanBnXkFtZTcwOTM3OTQ1MQ@@._V1.jpg,Action|Crime|Thriller,5.4,R,4433
tt0912599,War Dance,2007,20081101,105 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2OTA5MzU3Nl5BMl5BanBnXkFtZTcwMjQwMjU1MQ@@._V1.jpg,Documentary|Music|War,7.9,PG-13,1058
tt0913445,YPF,2007,20080613,87 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MDA2MzY2NV5BMl5BanBnXkFtZTcwODkxMTA3MQ@@._V1.jpg,Comedy|Drama|Romance,6.3,NULL,18060
tt0914372,Hallowed Ground,2007,20071009,83 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4NjE1MjcwNTZeQTJeQWpwZ15BbWU3MDE0NjEyMzI@._V1.jpg,Horror|Thriller,4.5,NULL,1238
tt0914797,Bottle Shock,2008,20080905,110 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NjgzMzI0MV5BMl5BanBnXkFtZTcwMTI3MTc3MQ@@._V1.jpg,Comedy|Drama,6.8,PG-13,12743
tt0915460,Grizzly Park,2008,20080207,91 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MjE5NDIwNl5BMl5BanBnXkFtZTcwMTc1NDM0MQ@@._V1.jpg,Comedy|Horror,4.1,R,2039
tt0918927,Doubt,2008,20081225,104 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NDk0NzE4Nl5BMl5BanBnXkFtZTcwMjk1NDE4MQ@@._V1.jpg,Drama|Mystery,7.5,PG-13,103619
tt0920602,Bettis Bescherung,2006,20061213,90 min,NULL,Comedy|Romance,6.4,NULL,19
tt0924206,Binibining Tsuper-Man,1987,19871002,0,https://images-na.ssl-images-amazon.com/images/M/MV5BODdjYTViYjMtMjliMi00MjI1LWFkYmMtOWIwODJiYTZmNjM3XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1.jpg,Action|Comedy|Fantasy,4.2,NULL,13
tt0928117,Alice's Cartoon World: An Interview with Virginia Davis,2005,20051206,12 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3Njg5NTczM15BMl5BanBnXkFtZTcwNTUyMTEzMQ@@._V1.jpg,Documentary|Short,6.4,NULL,17
tt0928135,From Kansas City to Hollywood,2005,20051206,9 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3Njg5NTczM15BMl5BanBnXkFtZTcwNTUyMTEzMQ@@._V1.jpg,Documentary|Short,7.6,NULL,23
tt0929412,Caos Calmo,2008,20090626,105 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5ODM3ODM2NzBeQTJeQWpwZ15BbWU3MDczNTI2ODM@._V1.jpg,Drama|Romance,6.9,NOT RATED,3421
tt0930072,La terreur du Loch Ness,2008,20080105,91 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NDk0NDIzNF5BMl5BanBnXkFtZTcwNDg0MDc4MQ@@._V1.jpg,Horror|Mystery|Sci-Fi|Thriller,4.1,R,1551
tt0936501,Taken,2008,20090130,93 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1.jpg,Action|Thriller,7.8,PG-13,500363
tt0940585,Brick Lane,2007,20080711,102 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3ODg0NTQ0NV5BMl5BanBnXkFtZTcwODM3NTM2MQ@@._V1.jpg,Drama,6.7,PG-13,2621
tt0940642,200 Pounds Beauty,2006,20061214,120 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzU5MjkyN15BMl5BanBnXkFtZTgwODQ2MTA2MDE@._V1.jpg,Comedy|Drama|Music|Romance,6.9,NULL,5386
tt0940656,Arthur 3: la guerre des deux mondes,2010,20101013,101 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MTY2OTQ4Ml5BMl5BanBnXkFtZTcwNTIwNDI1NA@@._V1.jpg,Adventure|Animation|Family|Fantasy,5.5,PG,5996
tt0942903,Stargate: The Ark of Truth,2008,20080311,97 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyODQwMzYyM15BMl5BanBnXkFtZTcwOTY5MzI3NA@@._V1.jpg,Action|Adventure|Drama|Fantasy|Sci-Fi,7.4,NULL,16797
tt0944139,The White Alligator,1988,1988,95 min,https://images-na.ssl-images-amazon.com/images/M/MV5BN2JjODBmNmItZmY1MC00YTAyLWI0M2ItMzZmM2YzMmI4MzNiXkEyXkFqcGdeQXVyNjM2NTM3ODA@._V1.jpg,Horror,6.1,NULL,18
tt0952640,Alvin and the Chipmunks,2007,20071214,92 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjdmNWY4MjItMjBiMi00MWNiLWI0ZjctYzBjZmEzOGRmNTc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Animation|Comedy|Family|Fantasy|Music,5.2,PG,60127
tt0953985,David and Goliath,1995,19950601,30 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMzYzMzQ2MV5BMl5BanBnXkFtZTcwNjM2OTI0MQ@@._V1.jpg,Animation,7.2,NULL,32
tt0956144,The Good Samaritan,1989,19890601,30 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MjY4MjExMF5BMl5BanBnXkFtZTcwMzQyMTM0MQ@@._V1.jpg,Animation,6.6,NULL,25
tt0959306,Reach Me,2014,20141121,95 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4ODEwMjAzOF5BMl5BanBnXkFtZTgwMjk4ODY3MjE@._V1.jpg,Drama,4.9,PG-13,1943
tt0959314,Unholy Women,2006,20061125,107 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzMGI4ZWMtZWRlMS00ZGIwLWIwMTUtYjgyNzA3YWE3ZDE2XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1.jpg,Horror|Mystery|Thriller,6.0,NULL,483
tt0960144,You Don't Mess with the Zohan,2008,20080606,113 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE2MzEzNDc5M15BMl5BanBnXkFtZTcwMzYxOTA3MQ@@._V1.jpg,Action|Comedy,5.5,PG-13,162216
tt0961097,A Monster in Paris,2011,20111012,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNTg3MTE1NF5BMl5BanBnXkFtZTcwODI4NzgzNw@@._V1.jpg,Adventure|Animation|Comedy|Fantasy|Music|Romance,6.8,PG,16531
tt0961161,The Prodigal Son,1988,19880601,30 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0ODk1MjAyM15BMl5BanBnXkFtZTcwMjk3NTM0MQ@@._V1.jpg,Animation,7.0,NULL,29
tt0961722,Cabin Fever 2: Spring Fever,2009,20091024,86 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NDcxNTQyOF5BMl5BanBnXkFtZTcwMTQ2MDk5NA@@._V1.jpg,Comedy|Horror,4.3,R,10581
tt0963743,Angus Thongs and Perfect Snogging,2008,20080725,100 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MTg0NjcyNF5BMl5BanBnXkFtZTcwMzQxNTQ4MQ@@._V1.jpg,Comedy|Drama|Romance,6.4,PG-13,21170
tt0963988,The Song of Stone,1963,20151101,24 min,NULL,Documentary|Short,6.8,NULL,32
tt0964587,St. Trinian's,2007,20071221,97 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5MjIwMzgwNF5BMl5BanBnXkFtZTcwOTg3NzI3Mg@@._V1.jpg,Comedy|Family,5.8,PG-13,18865
tt0965661,The Weavers of Nishijin,1962,20151101,25 min,NULL,Documentary|Short,6.6,NULL,29
tt0968311,Taken in Broad Daylight,2009,20090215,89 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjU1MjA2NzMzM15BMl5BanBnXkFtZTcwNTUzNTA2Mw@@._V1.jpg,Biography|Crime|Drama|Thriller,5.6,NULL,1183
tt0974629,Safe Harbour,2007,20080102,103 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzOTU2MjkzOV5BMl5BanBnXkFtZTcwMDE0NTI2MQ@@._V1.jpg,Drama|Romance,5.4,PG-13,395
tt0974662,The Velveteen Rabbit,2009,201203,97 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMjY2MzU2OV5BMl5BanBnXkFtZTcwOTY2NTUxMg@@._V1.jpg,Animation|Family|Fantasy,6.4,G,515
tt0979434,Lottery Ticket,2010,20100820,99 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODA2NjcxM15BMl5BanBnXkFtZTcwNTA3NTI0Mw@@._V1.jpg,Comedy,4.9,PG-13,8288
tt0983193,The Adventures of Tintin,2011,20111221,107 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1.jpg,Action|Adventure|Animation|Family|Mystery,7.4,PG,183604
tt0984057,Three Kims,2007,20070208,97 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNDllMjRjOWYtZDE0Mi00NjY1LTgyZjAtYzJmOTRkMGIzNzc1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1.jpg,Action|Comedy,6.3,NULL,220
tt0985694,Machete,2010,20100903,105 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZWUxODc2NmItNThkNS00Mzc4LThlYTQtOTYwZjVhYjRiNmMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Action|Crime|Thriller,6.6,R,170214
tt0986231,The Fun Park,2007,200710,87 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5OTA2NTQ0M15BMl5BanBnXkFtZTcwOTEzNTI1MQ@@._V1.jpg,Horror,3.7,NULL,231
tt0986263,Surrogates,2009,20090925,89 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1.jpg,Action|Sci-Fi|Thriller,6.3,PG-13,154972
tt0988595,27 Dresses,2008,20080118,111 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzI5OTM0OTg2MF5BMl5BanBnXkFtZTcwNjAyMTU1MQ@@._V1.jpg,Comedy|Romance,6.1,PG-13,130116
tt0990363,Detention,2010,20100115,81 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjMwNDkxOV5BMl5BanBnXkFtZTcwMDg0MjAwMg@@._V1.jpg,Horror|Thriller,3.0,NULL,861
tt0991178,Battlestar Galactica: Razor,2007,20071124,101 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MzUxNTYwMF5BMl5BanBnXkFtZTcwNTIyMjU1MQ@@._V1.jpg,Action|Drama|Sci-Fi|Thriller,7.7,NOT RATED,17035
tt0993841,Dead Air,2009,2009,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTA2NDgwOF5BMl5BanBnXkFtZTcwMjg3NzM1MQ@@._V1.jpg,Horror|Sci-Fi|Thriller,5.3,NULL,2039
tt1000020,Windstorm,2007,20070327,77 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MjI5MDI2OF5BMl5BanBnXkFtZTcwMTM1MDk0MQ@@._V1.jpg,Drama|Sci-Fi,4.8,NULL,26
tt1001333,Carver,2008,20080304,97 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNzI1NTE5M15BMl5BanBnXkFtZTcwNTgwODE1MQ@@._V1.jpg,Horror,4.8,R,2443
tt1010278,The Courageous Heart of Irena Sendler,2009,20090419,95 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNzM4ODI5Nl5BMl5BanBnXkFtZTcwMzY0MDQ0Mg@@._V1.jpg,Biography|Drama|War,7.3,NULL,2986
tt1014759,Alice in Wonderland,2010,20100305,108 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1.jpg,Adventure|Family|Fantasy,65,PG,322 181
tt1016301,La cellule de Fermat,2007,20071116,89 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNTcxMzgxN15BMl5BanBnXkFtZTcwMjQwODc3MQ@@._V1.jpg,Mystery|Thriller,6.7,NULL,14663
tt1018829,Super Sweet 16: The Movie,2007,20070708,86 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MjQ3MTQ5MV5BMl5BanBnXkFtZTcwNjkwODg0MQ@@._V1.jpg,Comedy,3.8,NOT RATED,1335
tt1018877,Brutal,2007,20070710,91 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTA2NzI0MV5BMl5BanBnXkFtZTcwOTI2Njc0MQ@@._V1.jpg,Crime|Horror|Mystery|Thriller,3.7,NULL,814
tt1020072,Selma,2014,20150109,128 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZGZkNzFkYTgtYTBkZC00M2MzLWJhNzUtMGE4YzRhYmU2Zjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Biography|Drama|History,7.5,PG-13,66537
tt1020558,Centurion,2010,20100730,97 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTI1MTEzM15BMl5BanBnXkFtZTcwNDc3NDc1Mw@@._V1.jpg,Action|Adventure|Drama|History|Thriller|War,6.4,R,67146
tt1024724,Dr. Dolittle: Tail to the Chief,2008,20080304,85 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MDA2NzQ5N15BMl5BanBnXkFtZTgwMzE5MTA2MDE@._V1.jpg,Comedy|Family,4.0,PG,1619
tt1024733,$5 a Day,2008,20090111,98 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MDQ0NzI5OF5BMl5BanBnXkFtZTcwMjQ1ODExMw@@._V1.jpg,Comedy|Drama,6.4,PG-13,2759
tt1028528,Death Proof,2007,20070606,113 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYTdmZmY3Y2QtNjU5NC00OGUxLTg3MWQtMmE2ODM5Mzg3MzcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1.jpg,Thriller,7.1,NOT RATED,218730
tt1032207,Lynch,2007,20071026,84 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZWM5Njc4ZGQtMTYyMy00NmVkLWEwODQtMzc1NzA3NDg1NGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Documentary,6.8,NOT RATED,679
tt1032815,I Love You Beth Cooper,2009,20090710,102 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNTc2NDM3NF5BMl5BanBnXkFtZTcwNjU3Mzg0Mg@@._V1.jpg,Comedy|Romance,5.3,PG-13,29210
tt1032846,4 Months 3 Weeks and 2 Days,2007,20070829,113 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODk3ODk4NF5BMl5BanBnXkFtZTcwNjAwMzU1MQ@@._V1.jpg,Drama,7.9,NOT RATED,47066
tt1034427,Alexandra,2007,20070926,95 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NDUxMzkyMF5BMl5BanBnXkFtZTcwODI4MDk0Mg@@._V1.jpg,Drama|War,6.9,NOT RATED,2244
tt1035736,Coco Before Chanel,2009,20091106,105 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjYzMzQxNzBeQTJeQWpwZ15BbWU3MDI2MDA0ODI@._V1.jpg,Biography|Drama,6.7,PG-13,33203
tt1037714,Comedy Central Roast of Flavor Flav,2007,20070812,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDgzOTUwNV5BMl5BanBnXkFtZTcwNTQzMjE2MQ@@._V1.jpg,Comedy|Documentary,7.0,NULL,1436
tt1038072,Pulse 2: Afterlife,2008,20080930,89 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNDI2MTA5OTk0NF5BMl5BanBnXkFtZTcwNjI5NjY5MQ@@._V1.jpg,Drama|Horror|Sci-Fi,3.6,R,2270
tt1039914,Two-Legged Horse,2008,20090506,101 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMDJiZWE1NDAtY2Q2NC00OWUzLTgxOTAtZDBiNDlkMzcwMjM1XkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1.jpg,Drama,7.0,TOUS PUBLICS,401
tt1041829,The Proposal,2009,20090619,108 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MzY1ODIyNV5BMl5BanBnXkFtZTcwNDU4NTE3Mg@@._V1.jpg,Comedy|Drama|Romance,6.7,PG-13,239485
